artist_id,artist_name,artist_main_genre,artist_active_start
269390,Homer & Jethro,Country,1930
314346,Little Jimmy Dickens,Country,1930
353145,Roy Rogers,Country,1930
549797,Hank Williams,Country,1930
662800,Hank Snow,Country,1930
848784,Roy Acuff,Country,1930
903609,Jim Reeves,Country,1930
11242,Sheb Wooley,Country,1940
20403,Tennessee Ernie Ford,Country,1940
29334,Slim Whitman,Country,1940
32193,Tex Williams,Country,1940
45057,The Louvin Brothers,Country,1940
64199,Jimmy Martin,Country,1940
81083,Bill Monroe,Country,1940
87113,The Jordanaires,Country,1940
94205,Chet Atkins,Country,1940
98189,Kitty Wells,Country,1940
141256,Joe Maphis,Country,1940
153519,Earl Scruggs,Country,1940
163198,Carl Smith,Country,1940
184814,Don Gibson,Country,1940
227527,Flatt & Scruggs,Country,1940
269172,Lester Flatt,Country,1940
296402,Jimmy Bryant,Country,1940
326096,Jerry Byrd,Country,1940
334829,Jim & Jesse,Country,1940
380704,Red Foley,Country,1940
389979,Ralph Stanley,Country,1940
409954,Ray Price,Country,1940
562030,Hawkshaw Hawkins,Country,1940
577720,The Stanley Brothers,Country,1940
650525,George Morgan,Country,1940
796741,Eddy Arnold,Country,1940
820999,The Wilburn Brothers,Country,1940
858710,Marty Robbins,Country,1940
887348,The Oak Ridge Boys,Country,1940
941579,Buck Owens,Country,1940
947816,Hank Thompson,Country,1940
14651,Patsy Cline,Country,1950
66429,Bobby Bare,Country,1950
69986,Kenny Rogers,Country,1950
85410,Billy Joe Royal,Country,1950
117844,"Hank Williams, Jr.",Country,1950
126903,Cindy Walker,Country,1950
139709,The Country Gentlemen,Country,1950
143951,Faron Young,Country,1950
151431,Roger Miller,Country,1950
163577,Doug Kershaw,Country,1950
169536,Ferlin Husky,Country,1950
175286,Dolly Parton,Country,1950
179730,Charlie Rich,Country,1950
188342,Freddy Fender,Country,1950
189701,Jean Shepard,Country,1950
190632,Dottie West,Country,1950
190946,Lefty Frizzell,Country,1950
198783,Johnny Horton,Country,1950
198901,Webb Pierce,Country,1950
200791,Waylon Jennings,Country,1950
221603,John Hartford,Country,1950
245039,Vassar Clements,Country,1950
251375,Johnny Paycheck,Country,1950
290414,Rose Maddox,Country,1950
334644,Jerry Reed,Country,1950
337856,Mother Maybelle Carter,Country,1950
341652,Roy Clark,Country,1950
355451,Porter Wagoner,Country,1950
407300,Mel Tillis,Country,1950
516706,Tommy Collins,Country,1950
523661,Stonewall Jackson,Country,1950
578031,The Statler Brothers,Country,1950
583959,Willie Nelson,Country,1950
630603,The Browns,Country,1950
664378,Glen Campbell,Country,1950
683065,Wynn Stewart,Country,1950
742166,Speedy West,Country,1950
749175,Skeeter Davis,Country,1950
780451,Conway Twitty,Country,1950
788569,Barbara Mandrell,Country,1950
801762,Floyd Cramer,Country,1950
806247,Charlie Daniels,Country,1950
807489,Charlie Louvin,Country,1950
816890,Johnny Cash,Country,1950
838300,June Carter Cash,Country,1950
934069,Brenda Lee,Country,1950
944310,George Jones,Country,1950
57840,B.J. Thomas,Country,1960
65397,Bobbie Gentry,Country,1960
72205,Billy Joe Shaver,Country,1960
96944,Chris Hillman,Country,1960
99753,Connie Smith,Country,1960
106514,Boots Randolph,Country,1960
131178,James Burton,Country,1960
136640,Tammy Wynette,Country,1960
144349,Ed Bruce,Country,1960
146354,The Del McCoury Band,Country,1960
159699,Emmylou Harris,Country,1960
165818,Charley Pride,Country,1960
185615,Gary Stewart,Country,1960
185669,Mac Davis,Country,1960
196248,Don Williams,Country,1960
220946,David Houston,Country,1960
232701,Jeannie C. Riley,Country,1960
234325,Loretta Lynn,Country,1960
234488,Del McCoury,Country,1960
237517,Lee Hazlewood,Country,1960
278575,Hoyt Axton,Country,1960
286662,Sam Bush,Country,1960
334740,Ronnie Milsap,Country,1960
337271,Jessi Colter,Country,1960
410219,Merle Haggard,Country,1960
471156,Mickey Gilley,Country,1960
472735,Rhonda Vincent,Country,1960
477954,Moe Bandy,Country,1960
490549,Anne Murray,Country,1960
515628,Tom T. Hall,Country,1960
629609,David Allan Coe,Country,1960
738674,Donna Fargo,Country,1960
756959,Steve Young,Country,1960
764890,Ian Tyson,Country,1960
774588,Kris Kristofferson,Country,1960
788568,The Dillards,Country,1960
791480,Exile,Country,1960
804289,Lynn Anderson,Country,1960
823012,Dillard & Clark,Country,1960
842269,Vern Gosdin,Country,1960
845468,Jerry Jeff Walker,Country,1960
868456,Melba Montgomery,Country,1960
885875,Michael Martin Murphey,Country,1960
13384,Tanya Tucker,Country,1970
19241,Patty Loveless,Country,1970
26510,Terry Allen,Country,1970
44751,Steve Wariner,Country,1970
81561,Keith Whitley,Country,1970
107466,Chris LeDoux,Country,1970
130855,Tony Rice,Country,1970
132449,Crystal Gayle,Country,1970
142050,Carlene Carter,Country,1970
152002,Joe Ely,Country,1970
186125,Mac McAnally,Country,1970
196690,Lee Greenwood,Country,1970
202033,Tony Trischka,Country,1970
207644,The Charlie Daniels Band,Country,1970
210512,Janie Fricke,Country,1970
214162,Vince Gill,Country,1970
216586,John Conlee,Country,1970
218994,John Anderson,Country,1970
222601,Hot Rize,Country,1970
285272,Rosanne Cash,Country,1970
286115,Lorrie Morgan,Country,1970
293391,Mark O'Connor,Country,1970
294085,Rodney Crowell,Country,1970
307875,Nanci Griffith,Country,1970
320761,Ricky Skaggs,Country,1970
322339,Peter Rowan,Country,1970
327130,Jerry Douglas,Country,1970
352999,K.T. Oslin,Country,1970
362437,Kathy Mattea,Country,1970
378041,Marty Stuart,Country,1970
391519,New Grass Revival,Country,1970
396676,Randy Travis,Country,1970
409968,Reba McEntire,Country,1970
414291,Ray Wylie Hubbard,Country,1970
461737,Old & In the Way,Country,1970
543867,Guy Clark,Country,1970
579823,Holly Dunn,Country,1970
593129,Tim O'Brien,Country,1970
622379,Asleep at the Wheel,Country,1970
637150,David Frizzell,Country,1970
753237,Suzy Bogguss,Country,1970
759224,Blaze Foley,Country,1970
778568,J.D. Crowe & the New South,Country,1970
789721,Earl Thomas Conley,Country,1970
791483,Dwight Yoakam,Country,1970
794846,Eddie Rabbitt,Country,1970
803757,Gene Watson,Country,1970
809396,David Grisman,Country,1970
836017,Scott Nygaard,Country,1970
837946,Juice Newton,Country,1970
936206,Alabama,Country,1970
944084,George Strait,Country,1970
1433,Pam Tillis,Country,1980
15318,Travis Tritt,Country,1980
20760,Shelby Lynne,Country,1980
21292,Shenandoah,Country,1980
34249,Steve Earle,Country,1980
72716,The Kentucky Headhunters,Country,1980
75801,The Highwaymen,Country,1980
76561,Billy Ray Cyrus,Country,1980
86312,The Judds,Country,1980
162487,Dixie Chicks,Country,1980
207127,Ricky Van Shelton,Country,1980
283405,Mark Chesnutt,Country,1980
296601,Lionel Cartwright,Country,1980
300583,Junior Brown,Country,1980
331400,Ronnie Dunn,Country,1980
340446,McBride & the Ride,Country,1980
350585,Pirates of the Mississippi,Country,1980
393789,Restless Heart,Country,1980
399659,The Mavericks,Country,1980
399733,Nickel Creek,Country,1980
580058,Aaron Tippin,Country,1980
662642,Hal Ketchum,Country,1980
681171,Highway 101,Country,1980
745071,Alison Krauss,Country,1980
749273,Paul Overstreet,Country,1980
767370,Billy Dean,Country,1980
787960,Joe Diffie,Country,1980
792370,Clint Black,Country,1980
798248,Garth Brooks,Country,1980
837985,Sawyer Brown,Country,1980
858375,Mary Chapin Carpenter,Country,1980
12180,Trace Adkins,Country,1990
46814,Blake Shelton,Country,1990
68551,Kenny Chesney,Country,1990
81619,Keith Urban,Country,1990
82742,Iris DeMent,Country,1990
90079,Chely Wright,Country,1990
106916,Chris Cagle,Country,1990
118189,Clay Walker,Country,1990
118791,LeAnn Rimes,Country,1990
124825,Cory Morrow,Country,1990
130037,Cross Canadian Ragweed,Country,1990
133057,Jo Dee Messina,Country,1990
134761,Pat Green,Country,1990
161808,Shania Twain,Country,1990
162269,Faith Hill,Country,1990
176360,Charlie Robison,Country,1990
194063,Lee Ann Womack,Country,1990
227088,Deana Carter,Country,1990
243418,Wayne Hancock,Country,1990
248920,Sara Evans,Country,1990
257787,Little Big Town,Country,1990
267435,DiÃ³medes DÃ­az,Country,1990
281254,Lonestar,Country,1990
286530,Jessica Andrews,Country,1990
300749,Sammy Kershaw,Country,1990
368112,Martina McBride,Country,1990
385879,Radney Foster,Country,1990
495861,Mindy McCready,Country,1990
510805,Toby Keith,Country,1990
522768,Brooks & Dunn,Country,1990
573100,Daryle Singletary,Country,1990
592954,Tim McGraw,Country,1990
605375,Alan Jackson,Country,1990
610880,Brad Paisley,Country,1990
659299,Gary Allan,Country,1990
676818,Darryl Worley,Country,1990
686560,Wynonna,Country,1990
746387,Tracy Lawrence,Country,1990
749476,Trisha Yearwood,Country,1990
750131,Terri Clark,Country,1990
762821,Big & Rich,Country,1990
807869,Joe Nichols,Country,1990
811897,John Michael Montgomery,Country,1990
868174,Rascal Flatts,Country,1990
921289,Stuart Duncan,Country,1990
926108,Montgomery Gentry,Country,1990
927795,Tift Merritt,Country,1990
939565,Bryan White,Country,1990
947752,Hank Williams III,Country,1990
318882,Jason Aldean,Country,2000
503242,Miranda Lambert,Country,2000
812239,Wade Bowen,Country,2000
825883,Dierks Bentley,Country,2000
861252,Carrie Underwood,Country,2000
1009342,Jake Owen,Country,2000
1028746,Colt Ford,Country,2000
1599476,Easton Corbin,Country,2000
748088,Bert Kaempfert,Easy Listening,1930
754767,AndrÃ© Kostelanetz,Easy Listening,1930
869487,Ray Conniff,Easy Listening,1930
249175,Les Baxter,Easy Listening,1940
322027,Nelson Riddle,Easy Listening,1940
577261,Mitch Miller,Easy Listening,1940
607028,Arthur Lyman,Easy Listening,1940
678009,Henry Mancini,Easy Listening,1940
822777,Liberace,Easy Listening,1940
305541,Percy Faith,Easy Listening,1950
311074,Martin Denny,Easy Listening,1950
674332,Herb Alpert,Easy Listening,1950
685751,Yma Sumac,Easy Listening,1950
781399,Jackie Gleason,Easy Listening,1950
955647,Mason Williams,Easy Listening,1950
2330,Sergio Mendes,Easy Listening,1960
199917,Chantal Kreviazuk,Easy Listening,1990
2411,Tangerine Dream,Electronic,1960
147638,Edgar Froese,Electronic,1960
189641,Jean-Jacques Perrey,Electronic,1960
840000,Vangelis,Electronic,1960
11970,Patrick Cowley,Electronic,1970
104714,Kraftwerk,Electronic,1970
129430,Cluster,Electronic,1970
387815,Neu!,Electronic,1970
587608,Ryuichi Sakamoto,Electronic,1970
683750,Yellow Magic Orchestra,Electronic,1970
683795,Yello,Electronic,1970
793821,Frankie Knuckles,Electronic,1970
853926,Popol Vuh,Electronic,1970
6232,Robert Miles,Electronic,1980
25857,Shep Pettibone,Electronic,1980
25899,Technotronic,Electronic,1980
74853,The KLF,Electronic,1980
90124,Black Box,Electronic,1980
91122,Inner City,Electronic,1980
133719,Fatboy Slim,Electronic,1980
146551,Cybotron,Electronic,1980
196370,Freestyle,Electronic,1980
253232,Junior Vasquez,Electronic,1980
378288,Massive Attack,Electronic,1980
477116,Moby,Electronic,1980
481354,Orbital,Electronic,1980
496370,The Shamen,Electronic,1980
518313,Todd Terry,Electronic,1980
566984,Man Parrish,Electronic,1980
570046,Marc Almond,Electronic,1980
584257,William Orbit,Electronic,1980
601421,Adamski,Electronic,1980
606043,Mr. Fingers,Electronic,1980
749222,Paul Oakenfold,Electronic,1980
782191,Larry Heard,Electronic,1980
807949,Underworld,Electronic,1980
808155,Jamie Principle,Electronic,1980
869417,Nightmares on Wax,Electronic,1980
891575,The Orb,Electronic,1980
919598,A Guy Called Gerald,Electronic,1980
921306,808 State,Electronic,1980
1518379,Hula,Electronic,1980
1536402,Timmy Regisford,Electronic,1980
1608941,M/A/R/R/S,Electronic,1980
16574,Alpha,Electronic,1990
17060,TrentemÃ¸ller,Electronic,1990
25462,Tricky,Electronic,1990
48806,Soulwax,Electronic,1990
67631,The Chemical Brothers,Electronic,1990
75329,Bob Sinclar,Electronic,1990
95176,Bonobo,Electronic,1990
101164,LFO,Electronic,1990
107227,Kruder & Dorfmeister,Electronic,1990
124248,Laidback Luke,Electronic,1990
127301,Lamb,Electronic,1990
136124,The Crystal Method,Electronic,1990
142249,Basement Jaxx,Electronic,1990
147481,Fila Brazillia,Electronic,1990
150048,Enigma,Electronic,1990
158849,Squarepusher,Electronic,1990
158888,Gas,Electronic,1990
169239,Felix da Housecat,Electronic,1990
177454,M People,Electronic,1990
193444,Cassius,Electronic,1990
216986,David Morales,Electronic,1990
221803,UNKLE,Electronic,1990
302774,Roger Sanchez,Electronic,1990
304102,Utah Saints,Electronic,1990
450786,Messiah,Electronic,1990
487038,The Rapture,Electronic,1990
492162,The Prodigy,Electronic,1990
493848,Aphex Twin,Electronic,1990
502989,Armin van Buuren,Electronic,1990
586798,Thievery Corporation,Electronic,1990
587631,Moodymann,Electronic,1990
591459,TiÃ«sto,Electronic,1990
597736,Morcheeba,Electronic,1990
607202,Air,Electronic,1990
611007,Todd Edwards,Electronic,1990
621959,Seefeel,Electronic,1990
667669,Daft Punk,Electronic,1990
672498,Goldie,Electronic,1990
696668,Zero 7,Electronic,1990
741236,Four Tet,Electronic,1990
752770,Peaches,Electronic,1990
752945,Paul van Dyk,Electronic,1990
758999,Boards of Canada,Electronic,1990
759998,Autechre,Electronic,1990
769109,Kid Koala,Electronic,1990
780948,Ladytron,Electronic,1990
793848,Faithless,Electronic,1990
799348,The Future Sound of London,Electronic,1990
801615,Casino Versus Japan,Electronic,1990
811395,MÃºm,Electronic,1990
812101,MK,Electronic,1990
812802,Death in Vegas,Electronic,1990
918569,The Streets,Electronic,1990
923063,ATB,Electronic,1990
928160,Armand Van Helden,Electronic,1990
937150,Broadcast,Electronic,1990
942335,Groove Armada,Electronic,1990
945951,Calvin Harris,Electronic,1990
949820,DJ Shadow,Electronic,1990
1340026,Tool,Electronic,1990
2960510,A*Teens,Electronic,1990
1611,Speedy,Electronic,2000
43572,The Avalanches,Electronic,2000
178301,Fat Freddy's Drop,Electronic,2000
184677,Eric Prydz,Electronic,2000
388773,M.I.A.,Electronic,2000
572508,Steve Angello,Electronic,2000
648106,Justice,Electronic,2000
717419,Flying Lotus,Electronic,2000
791609,Benny Benassi,Electronic,2000
793225,Diplo,Electronic,2000
854866,Kaskade,Electronic,2000
879144,Deadmau5,Electronic,2000
1035160,Cash Cash,Electronic,2000
1573712,Nosaj Thing,Electronic,2000
1714462,Swedish House Mafia,Electronic,2000
1717415,Hudson Mohawke,Electronic,2000
2063135,Flosstradamus,Electronic,2000
2365087,Skrillex,Electronic,2000
2393596,Avicii,Electronic,2000
2412330,Nicky Romero,Electronic,2000
2435745,James Blake,Electronic,2000
2450537,Lorn,Electronic,2000
2782403,Zedd,Electronic,2010
266160,Pete Seeger,Folk,1930
322279,Pete Steele,Folk,1930
536754,Burl Ives,Folk,1930
577531,Woody Guthrie,Folk,1930
607804,Alan Lomax,Folk,1930
813092,John Jacob Niles,Folk,1930
112540,Cisco Houston,Folk,1940
154533,Ewan MacColl,Folk,1940
169202,Doc Watson,Folk,1940
231645,Jean Ritchie,Folk,1940
782631,Cousin Emmy,Folk,1940
888730,Odetta,Folk,1940
894664,Oscar Brand,Folk,1940
24568,Shirley Collins,Folk,1950
69153,Joan Baez,Folk,1950
74134,Ian & Sylvia,Folk,1950
93533,The Limeliters,Folk,1950
102050,The Kingston Trio,Folk,1950
146088,The Easy Riders,Folk,1950
149166,Carolyn Hester,Folk,1950
171693,Victor Jara,Folk,1950
223054,John Fahey,Folk,1950
294923,Judy Collins,Folk,1950
330967,The New Lost City Ramblers,Folk,1950
342768,Roscoe Holcomb,Folk,1950
391398,Ramblin' Jack Elliott,Folk,1950
487271,Mike Seeger,Folk,1950
528221,Dave Van Ronk,Folk,1950
588679,Theodore Bikel,Folk,1950
626268,Buffy Sainte-Marie,Folk,1950
667794,Gordon Lightfoot,Folk,1950
671156,Hazel Dickens,Folk,1950
796950,Elizabeth Cotten,Folk,1950
837150,Peggy Seeger,Folk,1950
20319,Shel Silverstein,Folk,1960
32366,Steve Goodman,Folk,1960
45077,Leo Kottke,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
99104,Vashti Bunyan,Folk,1960
99561,The Incredible String Band,Folk,1960
130115,Jackson C. Frank,Folk,1960
170815,Fred Neil,Folk,1960
192925,John Renbourn,Folk,1960
196969,John Martyn,Folk,1960
245019,Sandy Denny,Folk,1960
249420,Judy Henske,Folk,1960
274321,"Peter, Paul and Mary",Folk,1960
295545,Richie Havens,Folk,1960
299882,Karen Dalton,Folk,1960
328352,The New Christy Minstrels,Folk,1960
332641,Nic Jones,Folk,1960
333634,Phil Ochs,Folk,1960
394449,Michael Hurley,Folk,1960
451183,Michael Chapman,Folk,1960
517264,Tom Rush,Folk,1960
669015,Malvina Reynolds,Folk,1960
744796,Townes Van Zandt,Folk,1960
756656,Bert Jansch,Folk,1960
812480,John Stewart,Folk,1960
814036,Davy Graham,Folk,1960
838559,Pentangle,Folk,1960
863774,Ralph McTell,Folk,1960
927736,Arlo Guthrie,Folk,1960
934721,Tom Paxton,Folk,1960
13377,Stan Rogers,Folk,1970
282766,Loudon Wainwright III,Folk,1970
296815,Linda Perhacs,Folk,1970
746068,Steeleye Span,Folk,1970
791120,The Roches,Folk,1970
837215,Lucinda Williams,Folk,1970
838414,June Tabor,Folk,1970
855356,Kate Wolf,Folk,1970
855405,Kate & Anna McGarrigle,Folk,1970
14201,Spirit of the West,Folk,1980
227487,John Gorka,Folk,1980
230111,David Wilcox,Folk,1980
286561,Robert Earl Keen,Folk,1980
800426,Greg Brown,Folk,1980
829267,Loreena McKennitt,Folk,1980
551465,Gillian Welch,Folk,1990
667584,Damien Rice,Folk,1990
677352,Dar Williams,Folk,1990
230886,Roaring Lion,International,1930
404463,Ravi Shankar,International,1930
1266,Alla Rakha,International,1940
16448,AmÃ¡lia Rodrigues,International,1940
68898,The Balfa Brothers,International,1940
166383,Djivan Gasparyan,International,1940
615026,Asha Bhosle,International,1940
804706,Gabby Pahinui,International,1940
828756,Lord Melody,International,1940
828768,Lord Kitchener,International,1940
56913,Babatunde Olatunji,International,1950
132940,Lata Mangeshkar,International,1950
159406,Franco,International,1950
310789,SeÃ¡n Ã“ Riada,International,1950
477523,Mighty Sparrow,International,1950
781094,The Clancy Brothers,International,1950
785283,JoÃ£o Gilberto,International,1950
936946,Tommy Makem,International,1950
67406,The Chieftains,International,1960
69761,The Irish Rovers,International,1960
95613,Chico Buarque,International,1960
97182,Christy Moore,International,1960
138833,Fela Kuti,International,1960
143494,The Dubliners,International,1960
488378,Os Mutantes,International,1960
496097,Miriam Makeba,International,1960
556242,Hamza el Din,International,1960
573410,Maria BethÃ¢nia,International,1960
652255,Gilberto Gil,International,1960
695019,Zakir Hussain,International,1960
742673,Ali Akbar Khan,International,1960
753104,Andy Irvine,International,1960
771297,King Sunny Ade,International,1960
797056,Elis Regina,International,1960
932858,Tom ZÃ©,International,1960
1016154,"Pete ""El Conde"" RodrÃ­guez",International,1960
6613,Ali Farka TourÃ©,International,1970
104314,Lafayette Afro Rock Band,International,1970
105618,Ladysmith Black Mambazo,International,1970
236287,Maddy Prior,International,1970
253397,Dick Gaughan,International,1970
259270,Arrow,International,1970
636106,Buckwheat Zydeco,International,1970
692100,Youssou N'Dour,International,1970
781732,Clannad,International,1970
852842,Planxty,International,1970
887719,Nusrat Fateh Ali Khan,International,1970
61273,Baaba Maal,International,1980
313128,Mary Black,International,1980
493412,Oumou Sangare,International,1980
603621,Tinariwen,International,1980
891907,Orchestra Baobab,International,1980
109669,IsmaÃ«l LÃ´,International,1990
122037,Bappi Lahiri,International,1990
744075,Toumani DiabatÃ©,International,1990
1426748,Prince,International,2000
1163,Serge Chaloff,Jazz,1930
29609,Paul Weston,Jazz,1930
77698,Bobby Hackett,Jazz,1930
81796,Kenny Clarke,Jazz,1930
138560,Frankie Carle,Jazz,1930
162677,Dizzy Gillespie,Jazz,1930
166767,Charlie Barnet,Jazz,1930
172350,Don Byas,Jazz,1930
210757,Johnny Guarnieri,Jazz,1930
211758,Charlie Parker,Jazz,1930
225389,Jay McShann,Jazz,1930
259529,Lester Young,Jazz,1930
261332,Jonah Jones,Jazz,1930
272567,Louis Prima,Jazz,1930
276592,Jess Stacy,Jazz,1930
287604,Louis Jordan,Jazz,1930
315909,Pete Johnson,Jazz,1930
317093,Nat King Cole,Jazz,1930
346637,Roy Eldridge,Jazz,1930
359199,Billy Strayhorn,Jazz,1930
397042,Maynard Ferguson,Jazz,1930
408531,Ray Nance,Jazz,1930
494537,Milt Hinton,Jazz,1930
511029,Artie Shaw,Jazz,1930
511773,Les Brown,Jazz,1930
532957,Cab Calloway,Jazz,1930
551815,Gil Evans,Jazz,1930
634674,Buck Clayton,Jazz,1930
639789,Bunny Berigan,Jazz,1930
642664,George Shearing,Jazz,1930
670641,"Harry ""Sweets"" Edison",Jazz,1930
720786,Pete Brown,Jazz,1930
743929,Stan Kenton,Jazz,1930
749504,StÃ©phane Grappelli,Jazz,1930
765773,Jimmy McPartland,Jazz,1930
769388,Billy May,Jazz,1930
793227,Ben Webster,Jazz,1930
805930,Charlie Christian,Jazz,1930
816895,The Delta Rhythm Boys,Jazz,1930
825032,Hot Lips Page,Jazz,1930
873886,Raymond Scott,Jazz,1930
950571,Harry James,Jazz,1930
958076,Woody Herman,Jazz,1930
9680,Charles Mingus,Jazz,1940
16759,Tadd Dameron,Jazz,1940
19435,Shelly Manne,Jazz,1940
23290,Slam Stewart,Jazz,1940
28692,Terry Gibbs,Jazz,1940
30664,Tex Beneke,Jazz,1940
39656,Sonny Rollins,Jazz,1940
44290,Sonny Stitt,Jazz,1940
65094,Svend Asmussen,Jazz,1940
69348,Paul Desmond,Jazz,1940
